cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","8523.79","","143969.47","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1547902","N","SE-S432894","202111119468487525","11-NOV-21","2022","","11-NOV-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","777.09","","186083.73","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1553611","N","SE-S436567","202112309474748816","30-DEC-21","2022","","30-DEC-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","1180.03","","186083.73","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1553611","N","SE-S436583","202112309474748817","30-DEC-21","2022","","30-DEC-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","2072.25","","186083.73","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1553611","N","SE-S436563","202112309474748812","30-DEC-21","2022","","30-DEC-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","278.85","","37125.9","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1529936","N","SE-S277327","202107229451953033","22-JUL-21","2022","","22-JUL-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","402.79","","37125.9","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1529936","N","SE-S277335","202107229451953037","22-JUL-21","2022","","22-JUL-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","432.83","","31548.76","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1529936","N","SE-S237370","202107229451953032","22-JUL-21","2022","","15-JUL-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","557.71","","37125.9","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1529936","N","SE-S277331","202107229451953035","22-JUL-21","2022","","22-JUL-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","625.19","","31548.76","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1529936","N","SE-S237378","202107229451953036","22-JUL-21","2022","","15-JUL-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","836.58","","37125.9","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1529936","N","SE-S277319","202107229451953039","22-JUL-21","2022","","22-JUL-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","865.65","","31548.76","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1529936","N","SE-S237374","202107229451953034","22-JUL-21","2022","","15-JUL-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","1270.35","","37125.9","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1529936","N","SE-S277339","202107229451953041","22-JUL-21","2022","","22-JUL-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","1298.48","","31548.76","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1529936","N","SE-S237362","202107229451953038","22-JUL-21","2022","","15-JUL-21"
"H4IL12060","Bost, Mike","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","IL","12","H","REPUBLICAN PARTY","1971.75","","31548.76","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1529936","N","SE-S237382","202107229451953040","22-JUL-21","2022","","15-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1270.35","","37125.98","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1529936","N","SE-S277337","202107229451953041","22-JUL-21","2022","","22-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1298.48","","31548.8","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1529936","N","SE-S237360","202107229451953038","22-JUL-21","2022","","15-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1971.76","","31548.8","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1529936","N","SE-S237380","202107229451953040","22-JUL-21","2022","","15-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","2230.86","","37125.98","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1529936","N","SE-S277321","202107229451953031","22-JUL-21","2022","","22-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY",".63","","168747.66","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1550030","N","SE-S433803","202111249468907002","24-NOV-21","2022","","24-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","424.78","","168747.66","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1550030","N","SE-S433764","202111249468907000","24-NOV-21","2022","","24-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","849.55","","168747.66","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1550030","N","SE-S433768","202111249468907001","24-NOV-21","2022","","24-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1887.88","","168747.66","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1550030","N","SE-S433760","202111249468907003","24-NOV-21","2022","","24-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1935.08","","168747.66","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1550030","N","SE-S433772","202111249468907005","24-NOV-21","2022","","24-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","3398.18","","168747.66","S","Leads / Phone Lists(Estimate)","Unified Data Services","1550030","N","SE-S433756","202111249468907004","24-NOV-21","2022","","24-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY",".63","","122659.83","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1547159","N","SE-S432369","202111049468417127","04-NOV-21","2022","","04-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","515.36","","122659.83","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1547159","N","SE-S432306","202111049468417125","04-NOV-21","2022","","04-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1030.73","","122659.83","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1547159","N","SE-S432310","202111049468417126","04-NOV-21","2022","","04-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","2290.49","","122659.83","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1547159","N","SE-S432298","202111049468417128","04-NOV-21","2022","","04-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","2347.75","","122659.83","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1547159","N","SE-S432314","202111049468417129","04-NOV-21","2022","","04-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","4122.88","","122659.83","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1547159","N","SE-S432302","202111049468417124","04-NOV-21","2022","","04-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","2939.63","","83073.09","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1539588","N","SE-S427145","202109239466978380","23-SEP-21","2022","","23-SEP-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","164.06","","1093.71","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1554616","N","SE-S437015","202201069474880443","06-JAN-22","2022","","06-JAN-22"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","249.12","","1093.71","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1554616","N","SE-S437031","202201069474880444","06-JAN-22","2022","","06-JAN-22"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","437.48","","1093.71","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1554616","N","SE-S437011","202201069474880439","06-JAN-22","2022","","06-JAN-22"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","665.89","","13317.76","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1522184","N","SE-S224780","202107019450941289","01-JUL-21","2022","","01-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","961.84","","13317.76","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1522184","N","SE-S224788","202107019450941291","01-JUL-21","2022","","01-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1331.78","","13317.76","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1522184","N","SE-S224784","202107019450941290","01-JUL-21","2022","","01-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1997.66","","13317.76","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1522184","N","SE-S224772","202107019450941292","01-JUL-21","2022","","01-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","3033.49","","13317.76","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1522184","N","SE-S224792","202107019450941293","01-JUL-21","2022","","01-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","5327.1","","13317.76","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1522184","N","SE-S224776","202107019450941288","01-JUL-21","2022","","01-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","478.73","","22892.28","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1523526","N","SE-S226083","202107089450994931","08-JUL-21","2022","","07-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","691.5","","22892.28","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1523526","N","SE-S226091","202107089450994933","08-JUL-21","2022","","07-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","957.45","","22892.28","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1523526","N","SE-S226087","202107089450994932","08-JUL-21","2022","","07-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1436.18","","22892.28","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1523526","N","SE-S226075","202107089450994934","08-JUL-21","2022","","07-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","2180.86","","22892.28","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1523526","N","SE-S226095","202107089450994935","08-JUL-21","2022","","07-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","3829.8","","22892.28","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1523526","N","SE-S226079","202107089450994930","08-JUL-21","2022","","07-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","259.04","","186084.47","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1553611","N","SE-S436569","202112309474748813","30-DEC-21","2022","","30-DEC-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","374.16","","186084.47","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1553611","N","SE-S436577","202112309474748815","30-DEC-21","2022","","30-DEC-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","518.06","","186084.47","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1553611","N","SE-S436573","202112309474748814","30-DEC-21","2022","","30-DEC-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","777.1","","186084.47","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1553611","N","SE-S436565","202112309474748816","30-DEC-21","2022","","30-DEC-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1180.04","","186084.47","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1553611","N","SE-S436581","202112309474748817","30-DEC-21","2022","","30-DEC-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","2072.25","","186084.47","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1553611","N","SE-S436561","202112309474748812","30-DEC-21","2022","","30-DEC-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY",".63","","143969.96","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1547902","N","SE-S432936","202111119468487528","11-NOV-21","2022","","11-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1065.48","","143969.96","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1547902","N","SE-S432896","202111119468487526","11-NOV-21","2022","","11-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","2130.95","","143969.96","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1547902","N","SE-S432900","202111119468487527","11-NOV-21","2022","","11-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","4735.44","","143969.96","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1547902","N","SE-S432888","202111119468487529","11-NOV-21","2022","","11-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","4853.83","","143969.96","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1547902","N","SE-S432904","202111119468487530","11-NOV-21","2022","","11-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","8523.8","","143969.96","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1547902","N","SE-S432892","202111119468487525","11-NOV-21","2022","","11-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","3462.6","","31548.8","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1529936","N","SE-S237364","202107229451953030","22-JUL-21","2022","","15-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","754.65","","42156.98","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1533831","N","SE-S321923","202108059465837328","05-AUG-21","2022","","29-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","765.5","","47260.36","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1533831","N","SE-S342230","202108059465837329","05-AUG-21","2022","","05-AUG-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1145.95","","42156.98","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1533831","N","SE-S321943","202108059465837330","05-AUG-21","2022","","29-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1162.44","","47260.36","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1533831","N","SE-S342250","202108059465837331","05-AUG-21","2022","","05-AUG-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","2012.4","","42156.98","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1533831","N","SE-S321927","202108059465837320","05-AUG-21","2022","","29-JUL-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","2041.34","","47260.36","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1533831","N","SE-S342234","202108059465837321","05-AUG-21","2022","","05-AUG-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","739.13","","98831.58","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1546246","N","SE-S430601","202110219468309631","21-OCT-21","2022","","14-OCT-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1122.38","","98831.58","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1546246","N","SE-S430621","202110219468309633","21-OCT-21","2022","","14-OCT-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1132.31","","102606.6","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1546246","N","SE-S431023","202110219468309634","21-OCT-21","2022","","21-OCT-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1509.75","","102606.6","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1546246","N","SE-S430927","202110219468309624","21-OCT-21","2022","","21-OCT-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1971","","98831.58","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1546246","N","SE-S430605","202110219468309623","21-OCT-21","2022","","14-OCT-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","699.3","","72964.83","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1537494","N","SE-S424328","202109099466638330","09-SEP-21","2022","","09-SEP-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","833.91","","68302.83","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1537494","N","SE-S421838","202109099466638327","09-SEP-21","2022","","02-SEP-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1061.9","","72964.83","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1537494","N","SE-S424348","202109099466638332","09-SEP-21","2022","","09-SEP-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1250.86","","68302.83","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1537494","N","SE-S421826","202109099466638331","09-SEP-21","2022","","02-SEP-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1864.8","","72964.83","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1537494","N","SE-S424332","202109099466638322","09-SEP-21","2022","","09-SEP-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1899.45","","68302.83","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1537494","N","SE-S421846","202109099466638333","09-SEP-21","2022","","02-SEP-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","3335.63","","68302.83","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1537494","N","SE-S421830","202109099466638323","09-SEP-21","2022","","02-SEP-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","228.63","","93904.06","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1541060","N","SE-S428059","202110079467202893","07-OCT-21","2022","","07-OCT-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","312.93","","89331.5","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1541060","N","SE-S427604","202110079467202894","07-OCT-21","2022","","30-SEP-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","330.24","","93904.06","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1541060","N","SE-S428067","202110079467202897","07-OCT-21","2022","","07-OCT-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","452","","89331.5","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1541060","N","SE-S427612","202110079467202898","07-OCT-21","2022","","30-SEP-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","814.09","","160251.56","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1548929","N","SE-S433372","202111189468594553","18-NOV-21","2022","","18-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","1628.16","","160251.56","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1548929","N","SE-S433376","202111189468594554","18-NOV-21","2022","","18-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","3618.13","","160251.56","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1548929","N","SE-S433368","202111189468594555","18-NOV-21","2022","","18-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","3708.59","","160251.56","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1548929","N","SE-S433380","202111189468594557","18-NOV-21","2022","","18-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","6512.63","","160251.56","S","Leads / Phone Lists(Estimate)","Unified Data Services","1548929","N","SE-S433364","202111189468594556","18-NOV-21","2022","","18-NOV-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","68.94","","175408.29","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1551203","N","SE-S435148","202112099469827455","09-DEC-21","2022","","09-DEC-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","99.58","","175408.29","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1551203","N","SE-S435156","202112099469827457","09-DEC-21","2022","","09-DEC-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","137.88","","175408.29","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1551203","N","SE-S435152","202112099469827456","09-DEC-21","2022","","09-DEC-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","206.8","","175408.29","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1551203","N","SE-S435144","202112099469827458","09-DEC-21","2022","","09-DEC-21"
"H0WI05113","FITZGERALD, SCOTT","C00653386","US VETERANS ASSISTANCE FOUNDATION","P","WI","05","H","REPUBLICAN PARTY","314.04","","175408.29","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1551203","N","SE-S435160","202112099469827459","09-DEC-21","2022","","09-DEC-21"
